Account;Area;Kontakt;Kontakt 2;Latitude;Longitude;Segment;Licznik
34646;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.40719199999999;23.487424;1;1
34946;OBSZAR 1;KONTAKT BRAK;KONTAKT 4;53.40876979999999;21.9332848;4;1
34951;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15760909999999;23.0904195;4;1
34984;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1768069;22.072849;1;1
35028;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;53.1089741;23.6530678;2;1
35046;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.30356399999999;23.2823728;3;1
35169;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.8356293;22.9919996;3;1
35284;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17585;22.0763;1;1
35318;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.29068;22.87879;1;1
35366;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1833651620753;22.07375254882452;1;1
35443;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.084373;22.707936;3;1
35502;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.73299273927431;23.406305198287306;2;1
35521;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.108839216630834;23.131058388848217;3;1
35538;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.16375599733782;22.085965719113183;1;1
35539;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17453929171703;22.078921460672277;1;1
35578;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.18183404337182;22.075487306318724;4;1
35588;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.25125401964658;22.655413053044494;1;1
35627;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.49646;23.34661;2;1
35697;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1497866;23.1868105;1;1
35698;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;53.0933813;23.6758437;2;1
35707;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.0371789;22.8455239;2;1
35708;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.027749;22.7555389;3;1
35710;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.12362475572271;23.074802742085986;4;1
35803;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1201793;23.1527094;3;1
35818;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.1134549;23.1392621;2;1
35832;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.11622140490516;22.929399362470512;1;1
35849;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17511;22.06723;1;1
35850;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15951071350513;22.06461981207007;3;1
35876;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.652817047457944;22.45515621734665;1;1
35890;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.10672;23.12545;1;1
35943;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.741978;22.8407589;4;1
35951;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.64983599476009;22.45710614419291;4;1
35961;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.640799691737634;22.477202584097906;4;1
36045;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.386779;22.9278409;4;1
36061;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.12871;23.10142;1;1
36209;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.11309019999999;23.1273477;4;1
36211;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.65219;23.3519125;4;1
36226;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.68478117323117;22.49108279784013;2;1
36233;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.0788855;23.203567;3;1
36241;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.0833771;23.1634094;1;1
36261;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.1334776;23.1906837;2;1
36447;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;52.972159;22.251337;4;1
36469;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.92584;23.19014;1;1
36470;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.4050129;23.5088941;2;1
36478;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.33515;22.77865;4;1
36484;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.2983937;23.2862187;2;1
36485;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.1074093;23.125257;2;1
36492;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.075002;22.9270702;4;1
36500;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.205132;23.1946339;1;1
36548;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.163238;22.073848;1;1
36574;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.1530305;23.1274867;2;1
36575;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.1400363;23.1755265;2;1
36578;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.11525834395268;23.142009707838028;3;1
36581;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1263949;23.1058679;1;1
36583;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13325720743924;23.157082524135355;3;1
36584;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.112203;23.1428373;2;1
36587;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.1285161;23.097513;2;1
36588;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13330857127834;23.120031600429154;1;1
36590;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.1166605;23.1410691;3;1
36592;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1300757;23.1426079;1;1
36593;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.1317902;23.1970519;3;1
36651;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.641026;22.467415;2;1
36653;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.5656056;22.2841847;2;1
36704;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.13347487035486;23.151451584950095;1;1
36757;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.13705249566413;23.169761141922876;1;1
36762;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15183149624734;22.312265115165435;4;1
36800;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.83426;22.97318;3;1
36813;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.16327;22.10745;3;1
36815;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14407;23.19381;3;1
36838;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.10752;23.12411;1;1
36845;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.132654933366005;23.16913879256154;2;1
36849;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1279334;23.118479;2;1
36850;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.15294799999999;22.986755;2;1
36851;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.09190599999999;22.671601;2;1
36857;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.09299189999999;23.1171441;3;1
36858;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.09283129185131;23.11784099514479;3;1
36895;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1514586;23.1244631;2;1
36920;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.19593;23.19914;4;1
36933;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1463936;23.1091265;3;1
36952;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.099533;22.917986;4;1
37017;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.54217;23.24708;3;1
37123;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1342562;23.190611;3;1
37133;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.140701666967324;23.166200265451558;3;1
37153;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1603573;23.1516702;4;1
37165;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.25044444;23.17444444;1;1
37245;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14817;22.99109;4;1
37295;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.45005700000001;23.089752;4;1
37328;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.30131365626785;23.286768710835705;2;1
37399;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.77127;22.81576;3;1
37400;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.84701;22.53443;4;1
37407;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40870014033542;23.49484843825393;2;1
37409;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.159191824964395;22.065227923985738;3;1
37410;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.30501;22.0253;3;1
37411;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.0033;22.13508;1;1
37420;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.74321934754071;22.84087292184116;4;1
37428;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.87023704745794;22.54372570855532;3;1
37433;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.51744;23.65303;1;1
37436;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15651803683748;22.077338825018963;2;1
37437;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.88545;22.25341;1;1
37441;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.96222;22.40427;1;1
37442;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.02527;22.16628;1;1
37450;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.89076591912021;23.395066975265276;1;1
37475;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.855878;22.585185;2;1
37478;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.6792019;22.4991261;4;1
37479;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1196209;22.011336;1;1
37485;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1548919;23.1650169;4;1
37489;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.106934;23.1249536;3;1
37493;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.742446;22.9139998;2;1
37500;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.71138879999999;22.8173314;3;1
37501;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.72313;22.7274075;4;1
37504;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.95512;22.29556;1;1
37505;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.131298;23.139952;2;1
37513;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.11249919999999;23.1348743;4;1
37514;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.151363;23.1179725;3;1
37516;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.129404;23.1859569;2;1
37540;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.139756;23.16021;3;1
37541;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.122695;22.930391;4;1
37542;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.11668700000001;22.942934;3;1
37547;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15270885267202;23.12892620083417;4;1
37584;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.0932253;23.208486;1;1
37597;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.19248899999999;23.192919;1;1
37598;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.205818;23.2071771;2;1
37806;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.98243877565149;23.088009518379423;1;1
37822;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.1988;22.09853;4;1
37838;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.98243877565149;23.088009518379423;1;1
37842;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.56206219438889;22.2860950263898;4;1
37858;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.0986839;23.2293559;1;1
37875;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.14372;23.20571;1;1
37969;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.22080336452199;23.218298627923325;4;1
37993;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;54.107689;23.347236;4;1
38068;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;52.9896435;22.245284;2;1
38077;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.9673;22.24705;2;1
38090;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.42301;22.86692;2;1
38120;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.46987;22.49891;3;1
38136;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;54.106127;23.349963;3;1
38244;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.45730529999999;23.0960621;3;1
38304;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.91933;22.505067;4;1
38458;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.1523149;22.8674599;4;1
38497;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.00503;22.90569;1;1
38535;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.76335474984851;23.18513668507003;3;1
38565;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.134692900753514;23.134639516578776;3;1
38568;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.41022090000001;21.92302;1;1
38615;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1559363;23.1208775;1;1
38734;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;52.918371;22.51116;1;1
38736;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.65041119168216;22.455673983230856;3;1
38763;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.6982659;23.8430817;4;1
38775;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.2987386;23.2837902;2;1
38779;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.41050300000001;23.515348;1;1
38780;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.401805;23.515511;4;1
38796;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.208519;22.912985;1;1
38838;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.134088;23.1353869;1;1
38866;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.672253;23.1702559;1;1
38883;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;52.91522;22.519375;1;1
38885;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.0134052;23.1363332;2;1
38906;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.119376384303386;23.099980028872245;3;1
38948;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.0840789;23.2571689;3;1
39168;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.987220787069084;22.785617712744738;4;1
39334;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.97567100188718;22.84056358401383;2;1
39472;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;52.989790376695545;22.24552234202421;4;1
39594;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.1215076;22.9378626;2;1
39666;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1034231;23.1394065;3;1
39675;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1074093;23.125257;1;1
39817;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.991670041854015;22.77821664267154;3;1
39820;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;#;#;3;1
39848;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.83722573989175;22.9787823318185;1;1
39852;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.8401086;22.9879656;3;1
39861;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.20625960721717;23.342338534045656;2;1
40009;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.837717;22.647385;3;1
40049;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.277603;22.870406;4;1
40089;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.22576;23.1886;3;1
40174;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.1254486;22.941524;1;1
40219;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.98945;22.88735;1;1
40237;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.510757283389154;23.64346909462067;1;1
40249;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.400198;23.5181669;1;1
40277;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1415695;23.1715241;4;1
40424;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.91949;22.514574;1;1
40427;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.984469;22.244861;1;1
40475;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1792068;22.0647103;1;1
40481;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.91949;22.514574;1;1
40487;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.984469;22.244861;3;1
40525;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.410315;21.929855;2;1
40571;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1792068;22.0647103;1;1
40581;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1676674;22.0706153;2;1
40618;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.410315;21.929855;4;1
40647;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1676674;22.0706153;1;1
40810;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.19899460000001;22.0989439;4;1
40838;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.65095359999999;23.3518556;1;1
40879;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.107571;23.124114;2;1
40904;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.1538453;23.0872597;2;1
40975;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1452666;23.1328516;2;1
41011;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40436500162209;23.49583429524915;1;1
41018;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.98928073202985;22.781609124605566;2;1
41026;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.91959;22.08399;1;1
41037;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.19899460000001;22.0989439;2;1
41054;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.40344;22.8002561;2;1
41055;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.1247789;23.2510408;2;1
41069;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;52.97421989999999;22.2445169;1;1
41071;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.20604059999999;23.3427471;1;1
41111;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.56767701359044;22.282858018208753;3;1
41117;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.123158703345894;23.093994698165655;3;1
41130;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.44521280574428;23.090758784357256;3;1
41134;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.31217734901573;22.92068858748924;2;1
41157;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.65157485129358;23.352017148170603;3;1
41192;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.65632600000001;23.3568083;1;1
41201;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.407227;23.487552;4;1
41202;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.4065141;23.4954487;2;1
41237;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1265469;23.2332839;3;1
41301;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.1036455;22.9360219;2;1
41366;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.09406;22.6527109;4;1
41373;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40705709516563;21.93033811754138;4;1
41376;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.4105;23.51537;3;1
41377;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.1301006;23.1864725;4;1
41382;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1518977;23.0819601;2;1
41420;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.193233862216076;22.381254610303866;3;1
41423;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.15690590000001;23.1953907;4;1
41473;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.774957;23.185128;1;1
41540;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.12655;23.23328;1;1
41561;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1439892;23.1164262;3;1
41564;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.407793609022754;23.49122622672415;1;1
41568;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.30598209999999;23.2812928;1;1
41586;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.110012;22.93847;4;1
41596;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.2049604;23.2037248;3;1
41709;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17326655235645;22.04337619821806;3;1
41712;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.07260255516045;22.15037982727861;3;1
41753;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15126850808167;23.16657147713043;3;1
41830;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.994823539861954;22.88068399903033;1;1
41848;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.743571621994334;22.827177108270536;1;1
41888;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.1263949;23.1058679;2;1
41889;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.13341089999999;23.170275;3;1
41907;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.93102229041053;22.706553857727243;4;1
41908;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1335815;23.1201666;4;1
41937;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.643982;22.4662029;4;1
41953;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.57223399999999;23.327166;4;1
41982;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.1175422;23.209728;2;1
41992;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.8348;23.753570000000003;3;1
42045;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.4918239;23.4590313;2;1
42068;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.760317;23.179422;4;1
42074;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.91433;23.705015000000003;3;1
42115;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.51443399999999;23.647724;4;1
42177;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.76697498518242;23.189284845135994;1;1
42180;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.87912;23.721314999999997;4;1
42181;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.4675;23.22248;4;1
42198;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.445485;23.0907081;1;1
42206;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.7611269;23.20085;2;1
42214;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.86749064193878;23.730105445934694;2;1
42220;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.973088;22.8414029;1;1
42238;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;51.315450069000235;16.913930295988624;2;1
42243;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.17966070000001;22.6207843;3;1
42267;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.396946;23.523448;4;1
42282;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.75474;23.17858;1;1
42324;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.749758;23.581664;4;1
42337;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.40858799999999;23.5015709;2;1
42347;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.7709179;23.185952;2;1
42373;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.75390239999999;23.1852403;3;1
42400;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.408389;23.4945929;3;1
42414;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.308599;23.5269139;3;1
42417;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.13086570000001;23.0836622;2;1
42418;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.40838100000001;23.516338;3;1
42423;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.97848392687169;22.244910651241447;2;1
42426;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.4108105;21.9232024;2;1
42429;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.57243700000001;23.3254639;1;1
42445;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.6542573;23.3491182;2;1
42460;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.881059;23.6923939;3;1
42472;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.10821809999999;23.1184798;1;1
42484;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.745408;23.5865861;4;1
42495;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.844761;22.9789299;3;1
42497;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.64163800000001;22.461752;1;1
42547;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.98394949999999;22.8879657;1;1
42563;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;54.106593;23.348672;3;1
42580;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.7582657;23.1997021;2;1
42635;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.8348;23.753570000000003;2;1
42703;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.4665336;23.0802896;4;1
42708;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;52.916092;22.5140251;2;1
42712;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.6440737;22.4646515;1;1
42741;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.426587;22.8813559;3;1
42811;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.986384;22.866985;1;1
42812;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.77937;23.4216898;4;1
42820;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.403661;22.807137;3;1
42825;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.9487169;22.956295;4;1
42851;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.98669063303506;22.247350856878587;2;1
42855;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.51923;23.131868;3;1
